order_number,discount_code,created_at,lineitem_name,athlete_name,product_name,is_game_jersey,has_jersey20,base_royalty,final_royalty,month_year,import_id
#1280,None,9/2/2023 18:04,Andrew Stokes | Mural & Patch T-shirt - Black / M,Andrew Stokes,Mural & Patch T-shirt - Black / M,FALSE,FALSE,5,5,2023-09,#1280_0_1762470585414
#1279,None,9/2/2023 17:50,Andrew Stokes | Mural & Patch T-shirt - Black / M,Andrew Stokes,Mural & Patch T-shirt - Black / M,FALSE,FALSE,5,5,2023-09,#1279_0_1762470585414
#1278,None,9/2/2023 15:45,Samu Taumanupepe | Mural Shirt - Black / S,Samu Taumanupepe,Mural Shirt - Black / S,FALSE,FALSE,5,5,2023-09,#1278_0_1762470585414
#1278,None,9/2/2023 15:45,Samu Taumanupepe | Mural Shirt - Black / L,Samu Taumanupepe,Mural Shirt - Black / L,FALSE,FALSE,5,5,2023-09,#1278_1_1762470585414
#1277,None,8/30/2023 9:05,Ellis Spikner | Long Sleeve Shirt - Black / 3XL,Ellis Spikner,Long Sleeve Shirt - Black / 3XL,FALSE,FALSE,5,5,2023-08,#1277_0_1762470585414
#1277,None,8/30/2023 9:05,Ellis Spikner | Mural Crewneck Sweatshirt - Carbon Grey / M,Ellis Spikner,Mural Crewneck Sweatshirt - Carbon Grey / M,FALSE,FALSE,5,5,2023-08,#1277_1_1762470585414
#1277,None,8/30/2023 9:05,Ellis Spikner | Mural Hoodie - Carbon Grey / 3XL,Ellis Spikner,Mural Hoodie - Carbon Grey / 3XL,FALSE,FALSE,5,5,2023-08,#1277_2_1762470585414
#1276,SKINNER10,8/28/2023 15:59,Cole Skinner | Mural Shirt - Sport Grey / L,Cole Skinner,Mural Shirt - Sport Grey / L,FALSE,FALSE,5,5,2023-08,#1276_0_1762470585414
#1276,None,8/28/2023 15:59,Cole Skinner | Mural Shirt - Sport Grey / XL,Cole Skinner,Mural Shirt - Sport Grey / XL,FALSE,FALSE,5,5,2023-08,#1276_1_1762470585414
#1276,None,8/28/2023 15:59,Cole Skinner | Mural Shirt - Sport Grey / 2XL,Cole Skinner,Mural Shirt - Sport Grey / 2XL,FALSE,FALSE,5,5,2023-08,#1276_2_1762470585414
#1275,None,8/28/2023 13:49,Eugene Mandel Jr. | Mural Shirt - Black / XL,Eugene Mandel Jr.,Mural Shirt - Black / XL,FALSE,FALSE,5,5,2023-08,#1275_0_1762470585414
#1274,SKINNER10,8/27/2023 10:59,Cole Skinner | Long Sleeve Shirt - Sport Grey / 4XL,Cole Skinner,Long Sleeve Shirt - Sport Grey / 4XL,FALSE,FALSE,5,5,2023-08,#1274_0_1762470585414
#1273,SKINNER10,8/27/2023 8:54,Cole Skinner | Mural Shirt - Sport Grey / M,Cole Skinner,Mural Shirt - Sport Grey / M,FALSE,FALSE,5,5,2023-08,#1273_0_1762470585414
#1272,None,8/26/2023 12:22,Donovan Jennings | Player Patch T-shirt - Sport Grey / S,Donovan Jennings,Player Patch T-shirt - Sport Grey / S,FALSE,FALSE,5,5,2023-08,#1272_0_1762470585414
#1271,None,8/26/2023 10:04,Abby Casiano | Mural Hoodie - Black / M,Abby Casiano,Mural Hoodie - Black / M,FALSE,FALSE,5,5,2023-08,#1271_0_1762470585414
#1271,None,8/26/2023 10:04,Ellis Spikner | Mural Shirt - Black / 2XL,Ellis Spikner,Mural Shirt - Black / 2XL,FALSE,FALSE,5,5,2023-08,#1271_1_1762470585414
#1270,None,8/25/2023 22:27,Mickayla Perdue | Mural Shirt - Black / M,Mickayla Perdue,Mural Shirt - Black / M,FALSE,FALSE,5,5,2023-08,#1270_0_1762470585414
#1269,None,8/25/2023 0:53,Noah Plack | Mural Shirt - Sport Grey / L,Noah Plack,Mural Shirt - Sport Grey / L,FALSE,FALSE,5,5,2023-08,#1269_0_1762470585414
#1268,None,8/21/2023 9:49,Yasias Young | Mural Hoodie - White / M,Yasias Young,Mural Hoodie - White / M,FALSE,FALSE,5,5,2023-08,#1268_0_1762470585414
#1267,SKINNER10,8/21/2023 9:20,Cole Skinner | Mural & Patch T-shirt - Black / 3XL,Cole Skinner,Mural & Patch T-shirt - Black / 3XL,FALSE,FALSE,5,5,2023-08,#1267_0_1762470585414
#1267,None,8/21/2023 9:20,Cole Skinner | Mural & Patch V-neck T-shirt - Black / 2XL,Cole Skinner,Mural & Patch V-neck T-shirt - Black / 2XL,FALSE,FALSE,5,5,2023-08,#1267_1_1762470585414
#1267,None,8/21/2023 9:20,Cole Skinner | Mural Shirt - Black / XL,Cole Skinner,Mural Shirt - Black / XL,FALSE,FALSE,5,5,2023-08,#1267_2_1762470585414
#1266,None,8/20/2023 21:28,Hollis Mathis | Mural Crewneck Sweatshirt - Black / S,Hollis Mathis,Mural Crewneck Sweatshirt - Black / S,FALSE,FALSE,5,5,2023-08,#1266_0_1762470585414
#1265,MATHIS10,8/17/2023 15:22,Hollis Mathis | Mural & Patch V-neck T-shirt - Black / XL,Hollis Mathis,Mural & Patch V-neck T-shirt - Black / XL,FALSE,FALSE,5,5,2023-08,#1265_0_1762470585414
#1264,None,8/16/2023 8:17,Abby Casiano | Mural Hoodie - White / 2XL,Abby Casiano,Mural Hoodie - White / 2XL,FALSE,FALSE,5,5,2023-08,#1264_0_1762470585414
#1263,None,8/15/2023 14:17,Hollis Mathis | Mural Shirt - Black / L,Hollis Mathis,Mural Shirt - Black / L,FALSE,FALSE,5,5,2023-08,#1263_0_1762470585414
#1262,None,8/13/2023 20:19,Kam Brown | Mural Hoodie - White / S,Kam Brown,Mural Hoodie - White / S,FALSE,FALSE,5,5,2023-08,#1262_0_1762470585414
#1261,KAM10,8/12/2023 10:09,Kam Brown | Mural Shirt - Sport Grey / XL,Kam Brown,Mural Shirt - Sport Grey / XL,FALSE,FALSE,5,5,2023-08,#1261_0_1762470585414
#1261,None,8/12/2023 10:09,Kam Brown | Mural Shirt - Black / M,Kam Brown,Mural Shirt - Black / M,FALSE,FALSE,5,5,2023-08,#1261_1_1762470585414
#1261,None,8/12/2023 10:09,Kam Brown | Mural Shirt - Sport Grey / M,Kam Brown,Mural Shirt - Sport Grey / M,FALSE,FALSE,5,5,2023-08,#1261_2_1762470585414
#1261,None,8/12/2023 10:09,Kam Brown | Mural & Patch Crop Top - White / M/L,Kam Brown,Mural & Patch Crop Top - White / M/L,FALSE,FALSE,5,5,2023-08,#1261_3_1762470585414
#1260,None,8/11/2023 21:07,Kam Brown | Mural Shirt - White / XL,Kam Brown,Mural Shirt - White / XL,FALSE,FALSE,5,5,2023-08,#1260_0_1762470585414
#1259,None,8/10/2023 19:07,Ellis Spikner | Long Sleeve Shirt - Sport Grey / XL,Ellis Spikner,Long Sleeve Shirt - Sport Grey / XL,FALSE,FALSE,5,5,2023-08,#1259_0_1762470585414
#1258,None,8/10/2023 16:49,Duece Watts | Mural & Patch T-shirt - Black / XL,Duece Watts,Mural & Patch T-shirt - Black / XL,FALSE,FALSE,5,5,2023-08,#1258_0_1762470585414
#1257,MATHIS10,8/9/2023 12:15,Hollis Mathis | Player Patch T-shirt - White / M,Hollis Mathis,Player Patch T-shirt - White / M,FALSE,FALSE,5,5,2023-08,#1257_0_1762470585414
#1257,None,8/9/2023 12:15,Hollis Mathis | Mural & Patch Performance Shirt - Solid Black Triblend / M,Hollis Mathis,Mural & Patch Performance Shirt - Solid Black Triblend / M,FALSE,FALSE,5,5,2023-08,#1257_1_1762470585414
#1256,SKINNER10,8/5/2023 15:52,Cole Skinner | Mural & Patch V-neck T-shirt - Black / 3XL,Cole Skinner,Mural & Patch V-neck T-shirt - Black / 3XL,FALSE,FALSE,5,5,2023-08,#1256_0_1762470585414
#1256,None,8/5/2023 15:52,Cole Skinner | Mural & Patch T-shirt - Sport Grey / 2XL,Cole Skinner,Mural & Patch T-shirt - Sport Grey / 2XL,FALSE,FALSE,5,5,2023-08,#1256_1_1762470585414
#1255,None,8/3/2023 15:03,Emma Hilton | Mural Shirt - Black / L,Emma Hilton,Mural Shirt - Black / L,FALSE,FALSE,5,5,2023-08,#1255_0_1762470585414
#1254,None,8/2/2023 12:59,Mickayla Perdue | Player Patch T-shirt - Black / L,Mickayla Perdue,Player Patch T-shirt - Black / L,FALSE,FALSE,5,5,2023-08,#1254_0_1762470585414
#1253,None,7/23/2023 13:51,Touch Greatness | Back Print Light Weight Cotton T-shirt - Black / S,Touch Greatness,Back Print Light Weight Cotton T-shirt - Black / S,FALSE,FALSE,5,5,2023-07,#1253_0_1762470585414
#1253,None,7/23/2023 13:51,Touch Greatness | Back Print Light Weight Cotton T-shirt - Black / M,Touch Greatness,Back Print Light Weight Cotton T-shirt - Black / M,FALSE,FALSE,5,5,2023-07,#1253_1_1762470585414
#1252,None,7/19/2023 11:32,Ellis Spikner | Mural Shirt - Sport Grey / M,Ellis Spikner,Mural Shirt - Sport Grey / M,FALSE,FALSE,5,5,2023-07,#1252_0_1762470585414
#1251,None,7/18/2023 17:40,Ellis Spikner | Player Patch V-neck T-shirt - Charcoal Heather / M,Ellis Spikner,Player Patch V-neck T-shirt - Charcoal Heather / M,FALSE,FALSE,5,5,2023-07,#1251_0_1762470585414
#1250,None,7/18/2023 17:21,Ellis Spikner | Mural Hoodie - Charcoal Heather / M,Ellis Spikner,Mural Hoodie - Charcoal Heather / M,FALSE,FALSE,5,5,2023-07,#1250_0_1762470585414
#1249,None,7/13/2023 22:16,Charles E Richard III | Mural & Patch Performance Shirt - Solid Black Triblend / L,Charles E Richard III,Mural & Patch Performance Shirt - Solid Black Triblend / L,FALSE,FALSE,5,5,2023-07,#1249_0_1762470585414
#1248,None,7/7/2023 20:21,Cole Skinner | Mural & Patch T-shirt - Black / 2XL,Cole Skinner,Mural & Patch T-shirt - Black / 2XL,FALSE,FALSE,5,5,2023-07,#1248_0_1762470585414
#1248,None,7/7/2023 20:21,Cole Skinner | Mural & Patch V-neck T-shirt - Black / XL,Cole Skinner,Mural & Patch V-neck T-shirt - Black / XL,FALSE,FALSE,5,5,2023-07,#1248_1_1762470585414
#1247,None,7/7/2023 12:35,Alyssa Lavdis | Mural Hoodie - Carbon Grey / XL,Alyssa Lavdis,Mural Hoodie - Carbon Grey / XL,FALSE,FALSE,5,5,2023-07,#1247_0_1762470585414
#1247,None,7/7/2023 12:35,Alyssa Lavdis | Mural Shirt - Sport Grey / XL,Alyssa Lavdis,Mural Shirt - Sport Grey / XL,FALSE,FALSE,5,5,2023-07,#1247_1_1762470585414
#1246,None,7/6/2023 8:31,Sydney Lewis | Mural & Patch T-shirt - White / XL,Sydney Lewis,Mural & Patch T-shirt - White / XL,FALSE,FALSE,5,5,2023-07,#1246_0_1762470585414
#1245,None,6/30/2023 19:17,Emma Hilton | Mural Shirt - Black / L,Emma Hilton,Mural Shirt - Black / L,FALSE,FALSE,5,5,2023-06,#1245_0_1762470585414
#1244,None,6/20/2023 21:51,Touch Greatness | Back Print Classic Cotton T-shirt - White / 2XL,Touch Greatness,Back Print Classic Cotton T-shirt - White / 2XL,FALSE,FALSE,5,5,2023-06,#1244_0_1762470585414
#1244,None,6/20/2023 21:51,ICONIC | Men's Performance Shorts - Black - 3XL,ICONIC,Men's Performance Shorts - Black - 3XL,FALSE,FALSE,5,5,2023-06,#1244_1_1762470585414
#1243,None,6/20/2023 14:23,Charles E Richard III | Mural Shirt - Black / L,Charles E Richard III,Mural Shirt - Black / L,FALSE,FALSE,5,5,2023-06,#1243_0_1762470585414
#1242,CLUTCH15,6/18/2023 15:38,Touch Greatness | Back Print Hoodie - Military Green / XL,Touch Greatness,Back Print Hoodie - Military Green / XL,FALSE,FALSE,5,5,2023-06,#1242_0_1762470585414
#1241,None,6/8/2023 12:19,Colby Halter | Mural & Patch T-shirt - White / M,Colby Halter,Mural & Patch T-shirt - White / M,FALSE,FALSE,5,5,2023-06,#1241_0_1762470585414
#1241,None,6/8/2023 12:19,Colby Halter | Mural & Patch T-shirt - White / XL,Colby Halter,Mural & Patch T-shirt - White / XL,FALSE,FALSE,5,5,2023-06,#1241_1_1762470585414
#1240,None,6/5/2023 15:46,Lexi Kilfoyl | Mural Shirt - Sport Grey / S,Lexi Kilfoyl,Mural Shirt - Sport Grey / S,FALSE,FALSE,5,5,2023-06,#1240_0_1762470585414
#1239,MANNING10,6/2/2023 23:35,Dejon Manning | Player Patch Crop Top - White / M/L,Dejon Manning,Player Patch Crop Top - White / M/L,FALSE,FALSE,5,5,2023-06,#1239_0_1762470585414
#1238,None,6/2/2023 20:58,Dejon Manning | Mural Shirt - Navy / S,Dejon Manning,Mural Shirt - Navy / S,FALSE,FALSE,5,5,2023-06,#1238_0_1762470585414
#1238,None,6/2/2023 20:58,Dejon Manning | Mural Shirt - White / L,Dejon Manning,Mural Shirt - White / L,FALSE,FALSE,5,5,2023-06,#1238_1_1762470585414
#1238,None,6/2/2023 20:58,Dejon Manning | Mural Shirt - Navy / M,Dejon Manning,Mural Shirt - Navy / M,FALSE,FALSE,5,5,2023-06,#1238_2_1762470585414
#1237,MANNING10,6/2/2023 17:43,Dejon Manning | Mural Hoodie - Carbon Grey / L,Dejon Manning,Mural Hoodie - Carbon Grey / L,FALSE,FALSE,5,5,2023-06,#1237_0_1762470585414
#1236,None,6/2/2023 14:04,Lexi Kilfoyl | Mural Shirt Postseason Edition - Sport Grey / M,Lexi Kilfoyl,Mural Shirt Postseason Edition - Sport Grey / M,FALSE,FALSE,5,5,2023-06,#1236_0_1762470585414
#1236,None,6/2/2023 14:04,Lexi Kilfoyl | Mural Shirt - Sport Grey / M,Lexi Kilfoyl,Mural Shirt - Sport Grey / M,FALSE,FALSE,5,5,2023-06,#1236_1_1762470585414
#1235,None,5/28/2023 21:51,Lexi Kilfoyl | Mural Shirt Postseason Edition - White / XL,Lexi Kilfoyl,Mural Shirt Postseason Edition - White / XL,FALSE,FALSE,5,5,2023-05,#1235_0_1762470585414
#1235,None,5/28/2023 21:51,Lexi Kilfoyl | Mural Shirt Postseason Edition - Black / 3XL,Lexi Kilfoyl,Mural Shirt Postseason Edition - Black / 3XL,FALSE,FALSE,5,5,2023-05,#1235_1_1762470585414
#1234,None,5/26/2023 18:44,Lexi Kilfoyl | Player Patch V-neck T-shirt - Black / S,Lexi Kilfoyl,Player Patch V-neck T-shirt - Black / S,FALSE,FALSE,5,5,2023-05,#1234_0_1762470585414
#1233,None,5/24/2023 14:33,Lexi Kilfoyl | Mural & Patch Crop Top Postseason Edition - White / M/L,Lexi Kilfoyl,Mural & Patch Crop Top Postseason Edition - White / M/L,FALSE,FALSE,5,5,2023-05,#1233_0_1762470585414
#1232,HILBORN10,5/18/2023 1:42,Christian Hilborn | Player Patch T-shirt - Sport Grey / M,Christian Hilborn,Player Patch T-shirt - Sport Grey / M,FALSE,FALSE,5,5,2023-05,#1232_0_1762470585414
#1232,None,5/18/2023 1:42,Christian Hilborn | Player Patch T-shirt - Sport Grey / XL,Christian Hilborn,Player Patch T-shirt - Sport Grey / XL,FALSE,FALSE,5,5,2023-05,#1232_1_1762470585414
#1231,None,5/17/2023 1:02,Murf Gray | Mural & Patch Performance Shirt - Solid Black Triblend / L,Murf Gray,Mural & Patch Performance Shirt - Solid Black Triblend / L,FALSE,FALSE,5,5,2023-05,#1231_0_1762470585414
#1230,GRAY10,5/8/2023 21:23,Murf Gray | Mural Shirt - White / XL,Murf Gray,Mural Shirt - White / XL,FALSE,FALSE,5,5,2023-05,#1230_0_1762470585414
#1229,TUCKER150,5/8/2023 20:09,Touch Greatness | Back Print Crewneck Sweatshirt - Black / L,Touch Greatness,Back Print Crewneck Sweatshirt - Black / L,FALSE,FALSE,5,5,2023-05,#1229_0_1762470585414
#1229,None,5/8/2023 20:09,ICONIC | Men's Performance Shorts - White - M,ICONIC,Men's Performance Shorts - White - M,FALSE,FALSE,5,5,2023-05,#1229_1_1762470585414
#1229,None,5/8/2023 20:09,ICONIC | Men's Performance Shorts - Black - M,ICONIC,Men's Performance Shorts - Black - M,FALSE,FALSE,5,5,2023-05,#1229_2_1762470585414
#1228,None,5/5/2023 18:01,Murf Gray | Mural Shirt - White / L,Murf Gray,Mural Shirt - White / L,FALSE,FALSE,5,5,2023-05,#1228_0_1762470585414
#1228,None,5/5/2023 18:01,Murf Gray | Mural Shirt - Black / L,Murf Gray,Mural Shirt - Black / L,FALSE,FALSE,5,5,2023-05,#1228_1_1762470585414
#1227,GRAY10,5/3/2023 1:32,Murf Gray | Mural Shirt - Black / 3XL,Murf Gray,Mural Shirt - Black / 3XL,FALSE,FALSE,5,5,2023-05,#1227_0_1762470585414
#1226,SKINNER10,5/2/2023 20:07,Cole Skinner | Mural Hoodie - Black / 2XL,Cole Skinner,Mural Hoodie - Black / 2XL,FALSE,FALSE,5,5,2023-05,#1226_0_1762470585414
#1225,HILBORN25,5/2/2023 17:21,Christian Hilborn | Mural Hoodie - White / 3XL,Christian Hilborn,Mural Hoodie - White / 3XL,FALSE,FALSE,5,5,2023-05,#1225_0_1762470585414
#1225,None,5/2/2023 17:21,Christian Hilborn | Player Patch T-shirt - Black / 2XL,Christian Hilborn,Player Patch T-shirt - Black / 2XL,FALSE,FALSE,5,5,2023-05,#1225_1_1762470585414
#1225,None,5/2/2023 17:21,Christian Hilborn | Player Patch T-shirt - Sport Grey / XL,Christian Hilborn,Player Patch T-shirt - Sport Grey / XL,FALSE,FALSE,5,5,2023-05,#1225_2_1762470585414
#1225,None,5/2/2023 17:21,Christian Hilborn | Long Sleeve Shirt - Black / 3XL,Christian Hilborn,Long Sleeve Shirt - Black / 3XL,FALSE,FALSE,5,5,2023-05,#1225_3_1762470585414
#1225,None,5/2/2023 17:21,Christian Hilborn | Mural Crewneck Sweatshirt - Carbon Grey / 2XL,Christian Hilborn,Mural Crewneck Sweatshirt - Carbon Grey / 2XL,FALSE,FALSE,5,5,2023-05,#1225_4_1762470585414
#1225,None,5/2/2023 17:21,Christian Hilborn | Mural & Patch Crop Top - White / M/L,Christian Hilborn,Mural & Patch Crop Top - White / M/L,FALSE,FALSE,5,5,2023-05,#1225_5_1762470585414
#1225,None,5/2/2023 17:21,Christian Hilborn | Mural & Patch T-shirt - Black / 2XL,Christian Hilborn,Mural & Patch T-shirt - Black / 2XL,FALSE,FALSE,5,5,2023-05,#1225_6_1762470585414
#1225,None,5/2/2023 17:21,Christian Hilborn | Mural & Patch T-shirt - Sport Grey / 3XL,Christian Hilborn,Mural & Patch T-shirt - Sport Grey / 3XL,FALSE,FALSE,5,5,2023-05,#1225_7_1762470585414
#1225,None,5/2/2023 17:21,Christian Hilborn | Mural Hoodie - Black / 3XL,Christian Hilborn,Mural Hoodie - Black / 3XL,FALSE,FALSE,5,5,2023-05,#1225_8_1762470585414
#1225,None,5/2/2023 17:21,Christian Hilborn | Long Sleeve Shirt - Sport Grey / L,Christian Hilborn,Long Sleeve Shirt - Sport Grey / L,FALSE,FALSE,5,5,2023-05,#1225_9_1762470585414
#1224,SKINNER30,5/2/2023 12:09,Cole Skinner | Mural & Patch Performance Shirt - Solid Black Triblend / 2XL,Cole Skinner,Mural & Patch Performance Shirt - Solid Black Triblend / 2XL,FALSE,FALSE,5,5,2023-05,#1224_0_1762470585414
#1223,ABBY10,5/2/2023 10:05,Abby Casiano | Oversized Tie-Dye T-shirt - Milky way / M,Abby Casiano,Oversized Tie-Dye T-shirt - Milky way / M,FALSE,FALSE,5,5,2023-05,#1223_0_1762470585414
#1222,None,4/30/2023 13:38,Murf Gray | Mural & Patch Performance Shirt - Solid Black Triblend / L,Murf Gray,Mural & Patch Performance Shirt - Solid Black Triblend / L,FALSE,FALSE,5,5,2023-04,#1222_0_1762470585414
#1221,None,4/29/2023 20:41,Murf Gray | Mural Shirt - White / M,Murf Gray,Mural Shirt - White / M,FALSE,FALSE,5,5,2023-04,#1221_0_1762470585414
#1220,None,4/29/2023 19:54,Murf Gray | Mural & Patch T-shirt - Sport Grey / 2XL,Murf Gray,Mural & Patch T-shirt - Sport Grey / 2XL,FALSE,FALSE,5,5,2023-04,#1220_0_1762470585414
#1219,GRAY10,4/28/2023 17:33,Murf Gray | Mural Shirt - Black / 2XL,Murf Gray,Mural Shirt - Black / 2XL,FALSE,FALSE,5,5,2023-04,#1219_0_1762470585414
#1218,GRAY10,4/28/2023 10:40,Murf Gray | Mural & Patch V-neck T-shirt - Black / 2XL,Murf Gray,Mural & Patch V-neck T-shirt - Black / 2XL,FALSE,FALSE,5,5,2023-04,#1218_0_1762470585414
#1218,None,4/28/2023 10:40,Murf Gray | Mural & Patch V-neck T-shirt - Black / 3XL,Murf Gray,Mural & Patch V-neck T-shirt - Black / 3XL,FALSE,FALSE,5,5,2023-04,#1218_1_1762470585414
#1218,None,4/28/2023 10:40,Murf Gray | Mural Shirt - Black / M,Murf Gray,Mural Shirt - Black / M,FALSE,FALSE,5,5,2023-04,#1218_2_1762470585414
#1218,None,4/28/2023 10:40,Murf Gray | Mural Shirt - Black / XL,Murf Gray,Mural Shirt - Black / XL,FALSE,FALSE,5,5,2023-04,#1218_3_1762470585414
#1217,GRAY10,4/28/2023 4:16,Murf Gray | Mural Shirt - White / 3XL,Murf Gray,Mural Shirt - White / 3XL,FALSE,FALSE,5,5,2023-04,#1217_0_1762470585414
#1217,None,4/28/2023 4:16,Murf Gray | Mural Shirt - Sport Grey / 3XL,Murf Gray,Mural Shirt - Sport Grey / 3XL,FALSE,FALSE,5,5,2023-04,#1217_1_1762470585414
#1217,None,4/28/2023 4:16,Murf Gray | Mural Shirt - Black / 3XL,Murf Gray,Mural Shirt - Black / 3XL,FALSE,FALSE,5,5,2023-04,#1217_2_1762470585414
#1216,None,4/28/2023 2:55,Murf Gray | Mural Shirt - Black / XL,Murf Gray,Mural Shirt - Black / XL,FALSE,FALSE,5,5,2023-04,#1216_0_1762470585414
#1215,None,4/28/2023 2:09,Murf Gray | Long Sleeve Shirt - Black / 4XL,Murf Gray,Long Sleeve Shirt - Black / 4XL,FALSE,FALSE,5,5,2023-04,#1215_0_1762470585414
#1214,None,4/27/2023 23:54,Murf Gray | Mural Hoodie - Carbon Grey / XL,Murf Gray,Mural Hoodie - Carbon Grey / XL,FALSE,FALSE,5,5,2023-04,#1214_0_1762470585414
#1213,None,4/27/2023 23:23,Murf Gray | Mural Shirt - Sport Grey / 2XL,Murf Gray,Mural Shirt - Sport Grey / 2XL,FALSE,FALSE,5,5,2023-04,#1213_0_1762470585414
#1212,GRAY10,4/27/2023 20:56,Murf Gray | Mural Shirt - Black / L,Murf Gray,Mural Shirt - Black / L,FALSE,FALSE,5,5,2023-04,#1212_0_1762470585414
#1212,None,4/27/2023 20:56,Murf Gray | Mural Shirt - Black / 3XL,Murf Gray,Mural Shirt - Black / 3XL,FALSE,FALSE,5,5,2023-04,#1212_1_1762470585414
#1211,None,4/27/2023 20:53,Murf Gray | Mural Shirt - Sport Grey / XL,Murf Gray,Mural Shirt - Sport Grey / XL,FALSE,FALSE,5,5,2023-04,#1211_0_1762470585414
#1210,GRAY10,4/27/2023 19:02,Murf Gray | Mural Shirt - White / L,Murf Gray,Mural Shirt - White / L,FALSE,FALSE,5,5,2023-04,#1210_0_1762470585414
#1210,None,4/27/2023 19:02,Murf Gray | Player Patch Crop Top - White / M/L,Murf Gray,Player Patch Crop Top - White / M/L,FALSE,FALSE,5,5,2023-04,#1210_1_1762470585414
#1209,None,4/27/2023 16:51,Murf Gray | Mural Shirt - Black / L,Murf Gray,Mural Shirt - Black / L,FALSE,FALSE,5,5,2023-04,#1209_0_1762470585414
#1208,GRAY10,4/27/2023 15:35,Murf Gray | Mural & Patch Performance Shirt - Solid Black Triblend / XL,Murf Gray,Mural & Patch Performance Shirt - Solid Black Triblend / XL,FALSE,FALSE,5,5,2023-04,#1208_0_1762470585414
#1207,None,4/27/2023 15:32,Murf Gray | Mural Shirt - Sport Grey / L,Murf Gray,Mural Shirt - Sport Grey / L,FALSE,FALSE,5,5,2023-04,#1207_0_1762470585414
#1207,None,4/27/2023 15:32,Murf Gray | Mural Shirt - Black / XL,Murf Gray,Mural Shirt - Black / XL,FALSE,FALSE,5,5,2023-04,#1207_1_1762470585414
#1206,None,4/27/2023 15:31,Murf Gray | Mural & Patch V-neck T-shirt - Light Heather Grey / 2XL,Murf Gray,Mural & Patch V-neck T-shirt - Light Heather Grey / 2XL,FALSE,FALSE,5,5,2023-04,#1206_0_1762470585414
#1205,GRAY10,4/27/2023 15:30,Murf Gray | Mural & Patch T-shirt - White / XL,Murf Gray,Mural & Patch T-shirt - White / XL,FALSE,FALSE,5,5,2023-04,#1205_0_1762470585414
#1204,None,4/27/2023 15:30,Murf Gray | Mural Hoodie - Carbon Grey / 3XL,Murf Gray,Mural Hoodie - Carbon Grey / 3XL,FALSE,FALSE,5,5,2023-04,#1204_0_1762470585414
#1204,None,4/27/2023 15:30,Murf Gray | Mural Shirt - Black / 3XL,Murf Gray,Mural Shirt - Black / 3XL,FALSE,FALSE,5,5,2023-04,#1204_1_1762470585414
#1203,None,4/27/2023 14:38,Murf Gray | Mural Shirt - Black / L,Murf Gray,Mural Shirt - Black / L,FALSE,FALSE,5,5,2023-04,#1203_0_1762470585414
#1202,None,4/26/2023 22:14,Christian Hilborn | Mural Shirt - Sport Grey / 2XL,Christian Hilborn,Mural Shirt - Sport Grey / 2XL,FALSE,FALSE,5,5,2023-04,#1202_0_1762470585414
#1201,None,4/25/2023 14:44,Christian Hilborn | Mural Shirt - Black / XL,Christian Hilborn,Mural Shirt - Black / XL,FALSE,FALSE,5,5,2023-04,#1201_0_1762470585414
#1200,ROSE10,4/19/2023 15:16,Keivie Rose | Mural Shirt - Black / 2XL,Keivie Rose,Mural Shirt - Black / 2XL,FALSE,FALSE,5,5,2023-04,#1200_0_1762470585414
#1199,MANUEL200,4/14/2023 13:15,Touch Greatness | Back Print Hoodie - Military Green / L,Touch Greatness,Back Print Hoodie - Military Green / L,FALSE,FALSE,5,5,2023-04,#1199_0_1762470585414
#1199,None,4/14/2023 13:15,ICONIC | Monochrome Fleece Sweatpants - Black / L,ICONIC,Monochrome Fleece Sweatpants - Black / L,FALSE,FALSE,5,5,2023-04,#1199_1_1762470585414
#1199,None,4/14/2023 13:15,Touch Greatness | Back Print Classic Cotton T-shirt - White / L,Touch Greatness,Back Print Classic Cotton T-shirt - White / L,FALSE,FALSE,5,5,2023-04,#1199_2_1762470585414
#1199,None,4/14/2023 13:15,ICONIC | Men's Performance Shorts - Black - M,ICONIC,Men's Performance Shorts - Black - M,FALSE,FALSE,5,5,2023-04,#1199_3_1762470585414
#1198,None,4/14/2023 13:00,Colby Halter | Mural & Patch T-shirt - White / L,Colby Halter,Mural & Patch T-shirt - White / L,FALSE,FALSE,5,5,2023-04,#1198_0_1762470585414
#1197,None,4/13/2023 17:11,Nina Rickards | Player Patch T-shirt - White / S,Nina Rickards,Player Patch T-shirt - White / S,FALSE,FALSE,5,5,2023-04,#1197_0_1762470585414
#1196,None,4/12/2023 14:57,Rashad Weekly | Mural Shirt - Black / M,Rashad Weekly,Mural Shirt - Black / M,FALSE,FALSE,5,5,2023-04,#1196_0_1762470585414
#1195,None,4/8/2023 8:31,Josh Guilford | Mural Shirt - Sport Grey / XL,Josh Guilford,Mural Shirt - Sport Grey / XL,FALSE,FALSE,5,5,2023-04,#1195_0_1762470585414
#1194,None,4/6/2023 18:10,Matthew Labrato | Mural & Patch Performance Shirt - White Fleck Triblend / 2XL,Matthew Labrato,Mural & Patch Performance Shirt - White Fleck Triblend / 2XL,FALSE,FALSE,5,5,2023-04,#1194_0_1762470585414
#1194,None,4/6/2023 18:10,Matthew Labrato | Mural Crewneck Sweatshirt - White / L,Matthew Labrato,Mural Crewneck Sweatshirt - White / L,FALSE,FALSE,5,5,2023-04,#1194_1_1762470585414
